2018-01-21 18:34:41,68.756
2018-01-21 18:34:42,68.218
2018-01-21 18:34:43,68.218
2018-01-21 18:34:44,67.142
2018-01-21 18:34:45,66.604
2018-01-21 18:34:46,66.066
2018-01-21 18:34:47,66.604
2018-01-21 18:34:48,65.528
2018-01-21 18:34:49,65.528
2018-01-21 18:34:50,65.528
2018-01-21 18:34:51,65.528
2018-01-21 18:34:52,65.528
2018-01-21 18:34:53,64.99
2018-01-21 18:34:54,64.99
2018-01-21 18:34:55,64.451
2018-01-21 18:34:56,64.99
2018-01-21 18:34:57,64.99
2018-01-21 18:34:58,64.99
2018-01-21 18:34:59,64.99
2018-01-21 18:35:00,65.528
2018-01-21 18:35:01,65.528
2018-01-21 18:35:02,67.142
2018-01-21 18:35:03,67.679
2018-01-21 18:35:04,66.604
2018-01-21 18:35:05,65.528
2018-01-21 18:35:06,66.604
2018-01-21 18:35:07,67.142
2018-01-21 18:35:08,65.528
2018-01-21 18:35:09,66.066
2018-01-21 18:35:10,65.528
2018-01-21 18:35:11,65.528
2018-01-21 18:35:12,67.142
2018-01-21 18:35:13,67.142
2018-01-21 18:35:14,67.679
2018-01-21 18:35:15,66.604
2018-01-21 18:35:16,67.679
2018-01-21 18:35:17,66.604
2018-01-21 18:35:18,66.066
2018-01-21 18:35:19,66.604
2018-01-21 18:35:20,65.528
2018-01-21 18:35:21,65.528
2018-01-21 18:35:22,66.604
2018-01-21 18:35:23,66.604
2018-01-21 18:35:24,66.604
2018-01-21 18:35:25,67.679
2018-01-21 18:35:26,67.679
2018-01-21 18:35:27,68.218
2018-01-21 18:35:28,66.604
2018-01-21 18:35:29,66.604
